gene_symbol,entrez_id
LOC388955,388955
LOC389043,389043
LOC389199,389199
LOC389332,389332
LOC389458,389458
LOC389607,389607
LOC389705,389705
LOC389765,389765
LOC389787,389787
LOC389791,389791
LOC389831,389831
LOC389834,389834
LOC389842,389842
LOC389895,389895
LOC390282,390282
LOC390660,390660
LOC390705,390705
LOC390760,390760
LOC391322,391322
LOC391334,391334
LOC391722,391722
LOC391798,391798
LOC392145,392145
LOC392264,392264
LOC392288,392288
LOC392352,392352
LOC392555,392555
LOC393078,393078
LOC399744,399744
LOC399753,399753
LOC399815,399815
LOC399900,399900
LOC399978,399978
LOC400027,400027
LOC400099,400099
LOC400352,400352
LOC400406,400406
LOC400419,400419
LOC400590,400590
LOC400643,400643
LOC400657,400657
LOC400684,400684
LOC400750,400750
LOC400752,400752
LOC400943,400943
LOC400987,400987
LOC401021,401021
LOC401052,401052
LOC401093,401093
LOC401098,401098
LOC401131,401131
LOC401321,401321
LOC401357,401357
LOC401433,401433
LOC401480,401480
LOC401533,401533
LOC401777,401777
LOC401805,401805
LOC401847,401847
LOC401859,401859
LOC401913,401913
LOC402360,402360
LOC402377,402377
LOC402644,402644
LOC407835,407835
LOC414300,414300
LOC415056,415056
LOC439914,439914
LOC439949,439949
LOC439951,439951
LOC439953,439953
LOC439962,439962
LOC440084,440084
LOC440173,440173
LOC440180,440180
LOC440181,440181
LOC440292,440292
LOC440297,440297
LOC440311,440311
LOC440335,440335
LOC440459,440459
LOC440461,440461
LOC440570,440570
LOC440577,440577
LOC440792,440792
LOC440839,440839
LOC440871,440871
LOC440917,440917
LOC440995,440995
LOC441052,441052
LOC441124,441124
LOC441204,441204
LOC441228,441228
LOC441268,441268
LOC441454,441454
LOC441455,441455
LOC441528,441528
LOC441601,441601
LOC441666,441666
LOC441722,441722
LOC442113,442113
LOC442249,442249
LOC442293,442293
LOC442308,442308
LOC442381,442381
LOC442459,442459
LOC442517,442517
LOC442572,442572
LOC493754,493754
LOC51145,51145
LOC550643,550643
LOC553137,553137
LOC554174,554174
LOC554206,554206
LOC554207,554207
LOC595101,595101
LOC642031,642031
LOC642103,642103
LOC642131,642131
LOC642373,642373
LOC642393,642393
LOC642441,642441
LOC642513,642513
LOC642661,642661
LOC642838,642838
LOC642852,642852
LOC642909,642909
LOC642929,642929
LOC642943,642943
LOC643037,643037
LOC643085,643085
LOC643387,643387
LOC643395,643395
LOC643421,643421
LOC643438,643438
LOC643441,643441
LOC643475,643475
LOC643630,643630
LOC643659,643659
LOC643669,643669
LOC643750,643750
LOC643797,643797
LOC643802,643802
LOC643827,643827
LOC643856,643856
LOC643997,643997
LOC644006,644006
LOC644083,644083
LOC644172,644172
LOC644189,644189
LOC644242,644242
LOC644354,644354
LOC644397,644397
LOC644422,644422
LOC644450,644450
LOC644563,644563
LOC644613,644613
LOC644662,644662
LOC644684,644684
LOC644762,644762
LOC644794,644794
LOC644852,644852
LOC644950,644950
LOC645139,645139
LOC645181,645181
LOC645195,645195
LOC645212,645212
LOC645225,645225
LOC645359,645359
LOC645431,645431
LOC645489,645489
LOC645638,645638
LOC645691,645691
LOC645722,645722
LOC645752,645752
LOC645769,645769
LOC645937,645937
LOC645944,645944
LOC645955,645955
LOC645984,645984
LOC646043,646043
LOC646050,646050
LOC646057,646057
LOC646127,646127
LOC646278,646278
LOC646470,646470
LOC646509,646509
LOC646513,646513
LOC646517,646517
LOC646548,646548
LOC646626,646626
LOC646627,646627
LOC646670,646670
LOC646719,646719
LOC646762,646762
LOC646808,646808
LOC646870,646870
LOC646890,646890
LOC646903,646903
LOC646934,646934
LOC646936,646936
LOC646976,646976
LOC646999,646999
LOC647012,647012
LOC647030,647030
LOC647252,647252
LOC647262,647262
LOC647716,647716
LOC647946,647946
LOC647979,647979
LOC648262,648262
LOC648603,648603
LOC648771,648771
LOC648913,648913
LOC649294,649294
LOC649305,649305
LOC649330,649330
LOC649346,649346
LOC649941,649941
LOC650095,650095
LOC650157,650157
LOC650224,650224
LOC650621,650621
LOC650623,650623
LOC651610,651610
LOC651721,651721
LOC651845,651845
LOC651856,651856
LOC651959,651959
LOC652147,652147
LOC652494,652494
LOC652586,652586
LOC652614,652614
LOC652726,652726
LOC652826,652826
LOC652859,652859
LOC653051,653051
LOC653056,653056
LOC653097,653097
LOC653110,653110
LOC653111,653111
LOC653203,653203
LOC653340,653340
LOC653375,653375
LOC653486,653486
LOC653506,653506
LOC653513,653513
LOC653562,653562
LOC653602,653602
LOC653653,653653
LOC653881,653881
LOC653888,653888
LOC727726,727726
LOC727796,727796
LOC727799,727799
LOC727803,727803
LOC727820,727820
LOC727858,727858
LOC727869,727869
LOC727916,727916
LOC727930,727930
LOC727938,727938
LOC727941,727941
LOC727961,727961
LOC727967,727967
LOC728024,728024
LOC728056,728056
LOC728080,728080
LOC728100,728100
LOC728142,728142
LOC728148,728148
LOC728153,728153
LOC728278,728278
LOC728288,728288
LOC728297,728297
LOC728327,728327
LOC728392,728392
LOC728401,728401
LOC728407,728407
LOC728460,728460
LOC728470,728470
LOC728485,728485
LOC728532,728532
LOC728533,728533
LOC728534,728534
LOC728543,728543
LOC728566,728566
LOC728601,728601
LOC728606,728606
LOC728613,728613
LOC728636,728636
LOC728637,728637
LOC728650,728650
LOC728673,728673
LOC728683,728683
LOC728701,728701
LOC728716,728716
LOC728734,728734
LOC728739,728739
LOC728743,728743
LOC728763,728763
LOC728800,728800
LOC728802,728802
LOC728804,728804
LOC728819,728819
LOC728836,728836
LOC728853,728853
LOC728914,728914
LOC729020,729020
LOC729046,729046
LOC729088,729088
LOC729130,729130
LOC729141,729141
LOC729164,729164
LOC729213,729213
LOC729222,729222
LOC729225,729225
LOC729227,729227
LOC729275,729275
LOC729313,729313
LOC729314,729314
LOC729317,729317
LOC729339,729339
LOC729346,729346
LOC729370,729370
LOC729390,729390
LOC729400,729400
LOC729409,729409
LOC729458,729458
LOC729459,729459
LOC729461,729461
LOC729523,729523
LOC729538,729538
LOC729569,729569
LOC729603,729603
LOC729652,729652
LOC729680,729680
LOC729683,729683
LOC729722,729722
LOC729732,729732
LOC729739,729739
LOC729742,729742
LOC729839,729839
LOC729841,729841
LOC729852,729852
LOC729859,729859
LOC729866,729866
LOC729887,729887
LOC729915,729915
LOC729973,729973
LOC729983,729983
LOC730110,730110
LOC730134,730134
LOC730144,730144
LOC730153,730153
LOC730167,730167
LOC730173,730173
LOC730183,730183
LOC730234,730234
LOC730256,730256
LOC730268,730268
LOC730275,730275
LOC730651,730651
LOC730658,730658
LOC731157,731157
LOC731275,731275
LOC731602,731602
LOC731751,731751
LOC731852,731852
LOC732162,732162
LOC732272,732272
LOC732327,732327
LOC780529,780529
LOC80054,80054
LOC84931,84931
LOC84989,84989
LOC90246,90246
LOC90784,90784
LOC90834,90834
LOC92249,92249
LOC93463,93463
LOC93622,93622
LOH12CR1,118426
LOH12CR2,503693
LONP1,9361
LONP2,83752
LONRF1,91694
LONRF2,164832
LONRF3,79836
LOR,4014
LOX,4015
LOXHD1,125336
LOXL1,4016
LOXL2,4017
LOXL3,84695
LOXL4,84171
LPA,4018
LPAL2,80350
LPAR1,1902
LPAR2,9170
LPAR3,23566
LPAR4,2846
LPAR5,57121
LPAR6,10161
LPCAT1,79888
LPCAT2,54947
LPCAT4,254531
LPGAT1,9926
LPHN1,22859
LPHN2,23266
LPHN3,23284
LPIN1,23175
LPIN2,9663
LPIN3,64900
LPL,4023
LPO,4025
LPP,4026
LPXN,9404
LRAT,9227
LRBA,987
LRCH1,23143
LRCH2,57631
LRCH3,84859
LRCH4,4034
LRCOL1,100507055
LRDD,55367
LRFN1,57622
LRFN2,57497
LRFN3,79414
LRFN4,78999
LRFN5,145581
LRG1,116844
LRGUK,136332
LRIG1,26018
LRIG2,9860
LRIG3,121227
LRIT1,26103
LRIT2,340745
LRIT3,345193
LRP1,4035
LRP10,26020
LRP11,84918
LRP12,29967
LRP1B,53353
LRP2,4036
LRP2BP,55805
LRP3,4037
LRP4,4038
LRP5,4041
LRP5L,91355
LRP6,4040
LRP8,7804
LRPAP1,4043
LRPPRC,10128
LRRC1,55227
LRRC10,376132
LRRC14,9684
LRRC14B,389257
LRRC15,131578
LRRC16A,55604
LRRC16B,90668
LRRC17,10234
LRRC18,474354
LRRC19,64922
LRRC2,79442
LRRC20,55222
LRRC23,10233
LRRC24,441381
LRRC25,126364
LRRC26,389816
LRRC27,80313
LRRC28,123355
LRRC29,26231
LRRC3,81543
LRRC30,339291
LRRC31,79782
LRRC32,2615
LRRC33,375387
LRRC34,151827
LRRC36,55282
LRRC37A16P,651250
LRRC37A3,374819
LRRC37A4P,55073
LRRC37B,114659
LRRC37BP1,147172
LRRC38,126755
LRRC39,127495
LRRC3B,116135
LRRC3DN,54083
LRRC4,64101
LRRC40,55631
LRRC41,10489
LRRC42,115353
LRRC43,254050
LRRC45,201255
LRRC46,90506
LRRC47,57470
LRRC48,83450
LRRC49,54839
LRRC4B,94030
LRRC4C,57689
LRRC50,123872
LRRC52,440699
LRRC55,219527
LRRC56,115399
LRRC57,255252
LRRC58,116064
LRRC59,55379
LRRC6,23639
LRRC61,65999
LRRC62,114794
LRRC63,220416
LRRC66,339977
LRRC67,286187
LRRC68,284352
LRRC69,100130742
LRRC7,57554
LRRC70,100130733
LRRC8A,56262
LRRC8B,23507
LRRC8C,84230
LRRC8D,55144
LRRC8E,80131
LRRC9,341883
LRRCC1,85444
LRRFIP1,9208
LRRFIP2,9209
LRRIQ1,84125
LRRIQ3,127255
LRRIQ4,344657
LRRK1,79705
LRRK2,120892
LRRN1,57633
LRRN2,10446
LRRN3,54674
LRRN4,164312
LRRN4CL,221091
LRRTM1,347730
LRRTM2,26045
LRRTM3,347731
LRRTM4,80059
LRSAM1,90678
LRTM1,57408
LRTM2,654429
LRWD1,222229
LSAMP,4045
LSG1,55341
LSM1,27257
LSM10,84967
LSM11,134353
LSM12,124801
LSM14A,26065
LSM14B,149986
LSM2,57819
LSM3,27258
LSM4,25804
LSM5,23658
LSM6,11157
LSM7,51690
LSMD1,84316
LSP1,4046
LSP1P3,729862
LSR,51599
LSS,4047
LST1,7940
LTA,4049
LTA4H,4048
LTB,4050
LTB4R,1241
LTB4R2,56413
LTBP1,4052
LTBP2,4053
LTBP3,4054
LTBP4,8425
LTBR,4055
LTC4S,4056
LTF,4057
LTK,4058
LTV1,84946
LUC7L,55692
LUC7L2,51631
LUM,4060
LURAP1L,286343
LUZP1,7798
LUZP2,338645
LUZP4,51213
LXN,56925
LY6D,8581
LY6E,4061
LY6G5B,58496
LY6G5C,80741
LY6G6C,80740
LY6G6D,58530
LY6G6E,79136
LY6G6F,259215
LY6H,4062
LY6K,54742
LY75,4065
LY86,9450
LY86-AS1,285780
LY9,4063
LY96,23643
LYAR,55646
LYG1,129530
LYG2,254773
LYL1,4066
LYN,4067
LYNX1,66004
LYPD1,116372
LYPD2,137797
LYPD3,27076
LYPD4,147719
LYPD5,284348
LYPD6,130574
LYPD6B,130576
LYPLA1,10434
LYPLA2,11313
LYPLA2P1,653639
LYPLAL1,127018
LYRM1,57149
LYRM2,57226
LYRM4,57128
LYRM5,144363
LYRM7,90624
LYSMD1,388695
LYSMD2,256586
LYSMD4,145748
LYST,1130
LYVE1,10894
LYZ,4069
LYZL1,84569
LYZL2,119180
LYZL4,131375
LYZL6,57151
LZIC,84328
LZTFL1,54585
LZTR1,8216
LZTS1,11178
LZTS2,84445
M6PR,4074
M6PRBP1,10226
MAB21L1,4081
MAB21L2,10586
MACC1,346389
MACF1,23499
MACROD1,28992
MACROD2,140733
MAD1L1,8379
MAD2L1,4085
MAD2L1BP,9587
MAD2L2,10459
MADCAM1,8174
MADD,8567
MAEA,10296
MAEL,84944
MAF,4094
MAF1,84232
MAFA,389692
MAFB,9935
MAFF,23764
MAFG,4097
MAFG-AS1,92659
MAFIP,727764
MAFK,7975
MAG,4099
MAGEA1,4100
MAGEA10,4109
MAGEA11,4110
MAGEA12,4111
MAGEA2,4101
MAGEA4,4103
MAGEA5,4104
MAGEA6,4105
MAGEA8,4107
MAGEA9,4108
MAGEB1,4112
MAGEB10,139422
MAGEB16,139604
MAGEB18,286514
MAGEB2,4113
MAGEB3,4114
MAGEB4,4115
MAGEB6,158809
MAGEC1,9947
MAGEC2,51438
MAGEC3,139081
MAGED1,9500
MAGED2,10916
MAGED4B,81557
MAGEE1,57692
MAGEE2,139599
MAGEF1,64110
MAGEH1,28986
MAGEL2,54551
MAGI1,9223
MAGI2,9863
MAGI3,260425
MAGIX,79917
MAGOH,4116
MAGOHB,55110
MAGT1,84061
MAK,4117
MAK10,60560
MAK16,84549
MAL,4118
MAL2,114569
MALAT1,378938
MALL,7851
MALSU1,115416
MALT1,10892
MAMDC2,256691
MAMDC4,158056
MAML1,9794
MAML2,84441
MAML3,55534
MAMLD1,10046
MAMSTR,284358
MAN1A1,4121
MAN1A2,10905
MAN1B1,11253
MAN1C1,57134
MAN2A1,4124
MAN2A2,4122
MAN2B1,4125
MAN2B2,23324
MAN2C1,4123
MANBA,4126
MANBAL,63905
MANEA,79694
MANEAL,149175
MANSC1,54682
MAOA,4128
MAOB,4129
MAP1A,4130
MAP1B,4131
MAP1LC3A,84557
MAP1LC3B,81631
MAP1LC3C,440738
MAP1S,55201
MAP2,4133
MAP2K1,5604
MAP2K2,5605
MAP2K3,5606
MAP2K4,6416
MAP2K5,5607
MAP2K6,5608
MAP2K7,5609
MAP3K1,4214
MAP3K10,4294
MAP3K11,4296
MAP3K12,7786
MAP3K13,9175
MAP3K14,9020
MAP3K19,84451
MAP3K2,10746
MAP3K3,4215
MAP3K4,4216
MAP3K5,4217
MAP3K6,9064
MAP3K7,6885
MAP3K7IP1,10454
MAP3K7IP2,23118
MAP3K7IP3,257397
MAP3K8,1326
MAP3K9,4293
MAP4,4134
MAP4K1,11184
MAP4K2,5871
MAP4K3,8491
MAP4K4,9448
MAP4K5,11183
MAP6,4135
MAP6D1,79929
MAP7,9053
MAP7D1,55700
MAP7D2,256714
MAP7D3,79649
MAP9,79884
MAPK1,5594
MAPK10,5602
MAPK11,5600
MAPK12,6300
MAPK13,5603
MAPK14,1432
MAPK15,225689
MAPK1IP1L,93487
MAPK3,5595
MAPK4,5596
MAPK6,5597
MAPK7,5598
MAPK8,5599
MAPK8IP1,9479
MAPK8IP2,23542
MAPK8IP3,23162
MAPK9,5601
MAPKAP1,79109
MAPKAPK2,9261
MAPKAPK3,7867
MAPKAPK5,8550
MAPKBP1,23005
MAPKSP1,8649
MAPRE1,22919
MAPRE2,10982
MAPRE3,22924
MAPT,4137
MAPT-AS1,100128977
MARC2,54996
MARCH1,55016
MARCH10,162333
MARCH11,441061
MARCH2,51257
MARCH3,115123
MARCH4,57574
MARCH5,54708
MARCH6,10299
MARCH7,64844
MARCH8,220972
MARCH9,92979
MARCKS,4082
MARCKSL1,65108
MARCO,8685
MARK1,4139
MARK2,2011
MARK3,4140
MARK4,57787
MARS,4141
MARS2,92935
MARVELD1,83742
MARVELD2,153562
MARVELD3,91862
MAS1,4142
MAS1L,116511
MASP1,5648
MASP2,10747
MAST1,22983
MAST2,23139
MAST3,23031
MAST4,375449
MASTL,84930
MAT1A,4143
MAT2A,4144
MAT2B,27430
MATK,4145
MATN1,4146
MATN2,4147
MATN3,4148
MATN4,8785
MATR3,9782
MAVS,57506
MAX,4149
MAZ,4150
MB,4151
MBD1,4152
MBD2,8932
MBD3,53615
MBD3L1,85509
MBD3L2,125997
MBD4,8930
MBD5,55777
MBD6,114785
MBIP,51562
MBL1P,8512
MBL2,4153
MBLAC1,255374
MBLAC2,153364
MBNL1,4154
MBNL2,10150
MBNL3,55796
MBOAT1,154141
MBOAT2,129642
MBOAT4,619373
MBP,4155
MBTD1,54799
MBTPS1,8720
MBTPS2,51360
MC1R,4157
MC2R,4158
MC3R,4159
MC4R,4160
MC5R,4161
MCAM,4162
MCART1,92014
MCART2,147407
MCART6,401612
MCAT,27349
MCC,4163
MCCC1,56922
MCCC2,64087
MCCD1,401250
MCEE,84693
MCF2,4168
MCF2L,23263
MCF2L-AS1,100289410
MCF2L2,23101
MCFD2,90411
MCHR1,2847
MCHR2,84539
MCL1,4170
MCM10,55388
MCM2,4171
MCM3,4172
MCM3AP,8888
MCM3AP-AS1,114044
MCM4,4173
MCM5,4174
MCM6,4175
MCM7,4176
MCM8,84515
MCOLN1,57192
MCOLN2,255231
MCOLN3,55283
MCPH1,79648
MCRS1,10445
MCTP1,79772
MCTP2,55784
MCTS1,28985
MDC1,9656
MDFI,4188
MDFIC,29969
MDGA1,266727
MDGA2,161357
MDH1,4190
MDH1B,130752
MDH2,4191
MDK,4192
MDM1,56890
MDM2,4193
MDM4,4194
MDN1,23195
MDP1,145553
MDS2,259283
ME1,4199
ME2,4200
ME3,10873
MEA1,4201
MEAF6,64769
MECP2,4204
MECR,51102
MED1,5469
MED10,84246
MED11,400569
MED12,9968
MED12L,116931
MED13,9969
MED13L,23389
MED14,9282
MED15,51586
MED16,10025
MED17,9440
MED18,54797
MED19,219541
MED20,9477
MED21,9412
MED22,6837
MED23,9439
MED24,9862
MED25,81857
MED26,9441
MED27,9442
MED28,80306
MED29,55588
MED30,90390
MED31,51003
MED4,29079
MED6,10001
MED7,9443
MED8,112950
MED9,55090
MEF2A,4205
MEF2BNB,729991
MEF2BNB-MEF2B,4207
MEF2C,4208
MEF2D,4209
MEFV,4210
MEG3,55384
MEGF10,84466
MEGF11,84465
MEGF6,1953
MEGF8,1954
MEGF9,1955
MEI1,150365
MEIG1,644890
MEIS1,4211
MEIS2,4212
MEIS3P1,4213
MEIS3P2,56917
MELK,9833
MEMO1,51072
MEN1,4221
MEOX1,4222
MEOX2,4223
MEP1A,4224
MEP1B,4225
MEPCE,56257
MEPE,56955
MERTK,10461
MESDC1,59274
MESDC2,23184
MESP1,55897
MESP2,145873
MEST,4232
MESTIT1,317751
MET,4233
METAP1,23173
METAP1D,254042
METAP2,10988
METRN,79006
METRNL,284207
METT11D1,64745
METT5D1,196074
METTL1,4234
METTL10,399818
METTL11B,149281
METTL12,751071
METTL13,51603
METTL14,57721
METTL16,79066
METTL2A,339175
METTL2B,55798
METTL3,56339
METTL4,64863
METTL5,29081
METTL6,131965
METTL7A,25840
METTL7B,196410
METTL8,79828
METTL9,51108
MEX3A,92312
MEX3B,84206
MEX3C,51320
MEX3D,399664
MFAP1,4236
MFAP2,4237
MFAP3,4238
MFAP3L,9848
MFAP4,4239
MFAP5,8076
MFF,56947
MFGE8,4240
MFHAS1,9258
MFI2,4241
MFN1,55669
MFN2,9927
MFNG,4242
MFRP,83552
MFSD1,64747
MFSD10,10227
MFSD11,79157
MFSD2,84879
MFSD3,113655
MFSD4,148808
MFSD5,84975
MFSD6,54842
MFSD6L,162387
MFSD7,84179
MFSD8,256471
MFSD9,84804
MGA,23269
MGAT1,4245
MGAT2,4247
MGAT3,4248
MGAT4A,11320
MGAT4B,11282
MGAT4C,25834
MGAT5,4249
MGAT5B,146664
MGC11082,84777
MGC12916,84815
MGC14436,84983
MGC15705,84843
MGC16025,85009
MGC16142,84849
MGC16384,114130
MGC21881,389741
MGC23284,197187
MGC24103,158295
MGC27345,157247
MGC2848,85003
MGC2889,84789
MGC34034,154089
MGC34800,162137
MGC3771,81854
MGC39372,221756
MGC39545,403312
MGC39584,441058
MGC42157,439933
MGC4294,79160
MGC45800,90768
MGC50722,399693
MGC70870,403340
MGC72080,389538
MGC9913,386759
MGEA5,10724
MGLL,11343
MGMT,4255
MGP,4256
MGRN1,23295
MGST1,4257
MGST2,4258
MGST3,4259
MIA,8190
MIA2,117153
MIA3,375056
MIAT,440823
MIB1,57534
MIB2,142678
MICA,100507436
MICAL1,64780
MICAL2,9645
MICAL3,57553
MICALCL,84953
MICALL1,85377
MICALL2,79778
MICB,4277
MID1IP1,58526
MID2,11043
MIDN,90007
MIEN1,84299
MIER1,57708
MIER2,54531
MIER3,166968
MIF,4282
MIF4GD,57409
MIIP,60672
MILR1,284021
MINA,84864
MINK1,50488
MINPP1,9562
MIOS,54468
MIOX,55586
MIP,4284
MIPEP,4285
MIPOL1,145282
MIR100HG,399959
MIR1245A,100302219
MIR133A1,406922
MIR143HG,728264
MIR155HG,114614
MIR17HG,407975
MIR205HG,642587
MIR22HG,84981
MIR2682,400765
MIR31HG,554202
MIR7-3HG,284424
MIRLET7DHG,158257
MIS12,79003
MITD1,129531
MITF,4286
MIXL1,83881
MKI67,4288
MKI67IP,84365
MKKS,8195
MKL1,57591
MKL2,57496
MKLN1,4289
MKNK1,8569
MKNK2,2872
MKRN1,23608
MKRN2,23609
MKRN3,7681
MKRN7P,7686
MKS1,54903
MKX,283078
MLANA,2315
MLC1,23209
MLEC,9761
MLF1,4291
MLF1IP,79682
MLF2,8079
MLH1,4292
MLH3,27030
MLKL,197259
MLL,4297
MLL2,8085
MLL3,58508
MLL5,55904
MLLT1,4298
MLLT10,8028
MLLT11,10962
MLLT3,4300
MLLT4,4301
MLLT6,4302
MLN,4295
MLNR,2862
MLPH,79083
MLST8,64223
MLX,6945
MLXIP,22877
MLXIPL,51085
MLYCD,23417
MMAA,166785
MMAB,326625
MMACHC,25974
MMADHC,27249
MMD,23531
MMD2,221938
MME,4311
MMEL1,79258
MMGT1,93380
MMP1,4312
MMP10,4319
MMP11,4320
MMP12,4321
MMP13,4322
MMP14,4323
MMP15,4324
MMP16,4325
MMP17,4326
MMP19,4327
MMP2,4313
MMP20,9313
MMP21,118856
MMP23A,8511
MMP24,10893
MMP25,64386
MMP26,56547
MMP27,64066
MMP28,79148
MMP3,4314
MMP7,4316
MMP8,4317
MMP9,4318
MMRN1,22915
MMRN2,79812
MMS19,64210
MN1,4330
MNAT1,4331
MND1,84057
MNDA,4332
MNF1,84300
MNS1,55329
MNT,4335
MNX1,3110
MOAP1,64112
MOB1A,55233
MOB2,81532
MOBKL1A,92597
MOBKL2A,126308
MOBKL2B,79817
MOBKL2C,148932
MOBKL3,25843
MOBP,4336
MOCOS,55034
MOCS1,4337
MOCS2,4338
MOCS3,27304
MOG,4340
MOGAT1,116255
MOGAT2,80168
MOGAT3,346606
MOGS,7841
MON1A,84315
MON1B,22879
MON2,23041
MOP-1,643616
MORC1,27136
MORC2,22880
MORC2-AS1,150291
MORC3,23515
MORC4,79710
MORF4,10934
MORF4L1,10933
MORF4L2,9643
MORN1,79906
MORN2,729967
MORN3,283385
MORN4,118812
MORN5,254956
MOS,4342
MOSC1,64757
MOSPD1,56180
MOSPD2,158747
MOSPD3,64598
MOV10,4343
MOV10L1,54456
MOXD1,26002
MPDU1,9526
MPDZ,8777
MPEG1,219972
MPG,4350
MPHOSPH10,10199
MPHOSPH6,10200
MPHOSPH8,54737
MPHOSPH9,10198
MPI,4351
MPL,4352
MPN2,339501
MPND,84954
MPO,4353
MPP1,4354
MPP2,4355
MPP3,4356
MPP4,58538
MPP5,64398
MPP6,51678
MPP7,143098
MPPE1,65258
MPPED1,758
MPPED2,744
MPRIP,23164
MPST,4357
MPV17,4358
MPV17L,255027
MPV17L2,84769
MPZ,4359
MPZL1,9019
MPZL2,10205
MPZL3,196264
MR1,3140
MRAP,56246
MRAP2,112609
MRAS,22808
MRC1L1,414308
MRC2,9902
MRE11A,4361
MREG,55686
MRFAP1,93621
MRFAP1L1,114932
MRGPRD,116512
MRGPRE,116534
MRGPRF,116535
MRGPRG,386746
MRGPRX1,259249
MRGPRX2,117194
MRGPRX3,117195
MRGPRX4,117196
MRI1,84245
MRM1,79922
MRO,83876
MRP63,78988
MRPL1,65008
MRPL10,124995
MRPL11,65003
MRPL12,6182
MRPL13,28998
MRPL14,64928
MRPL15,29088
MRPL16,54948
MRPL17,63875
MRPL18,29074
MRPL19,9801
MRPL2,51069
MRPL20,55052
MRPL21,219927
MRPL22,29093
MRPL23,6150
MRPL24,79590
MRPL27,51264
MRPL28,10573
MRPL3,11222
MRPL30,51263
MRPL32,64983
MRPL33,9553
MRPL34,64981
MRPL35,51318
MRPL36,64979
MRPL37,51253
MRPL38,64978
MRPL39,54148
MRPL4,51073
MRPL40,64976
MRPL41,64975
MRPL42,28977
MRPL42P5,359821
MRPL43,84545
MRPL44,65080
MRPL45,84311
MRPL45P2,653479
MRPL46,26589
MRPL47,57129
MRPL48,51642
MRPL49,740
MRPL50,54534
MRPL51,51258
MRPL52,122704
MRPL53,116540
MRPL54,116541
MRPL55,128308
MRPL9,65005
MRPS10,55173
MRPS11,64963
MRPS12,6183
MRPS14,63931
MRPS15,64960
MRPS16,51021
MRPS17,51373
MRPS18A,55168
MRPS18B,28973
MRPS18C,51023
MRPS2,51116
MRPS21,54460
MRPS22,56945
MRPS23,51649
MRPS24,64951
MRPS25,64432
MRPS26,64949
MRPS27,23107
MRPS28,28957
MRPS30,10884
MRPS31,10240
MRPS33,51650
MRPS34,65993
MRPS35,60488
MRPS36,92259
MRPS5,64969
MRPS6,64968
MRPS7,51081
MRPS9,64965
MRRF,92399
MRS2,57380
MRTO4,51154
MRVI1,10335
MS4A1,931
MS4A10,341116
MS4A12,54860
MS4A13,503497
MS4A14,84689
MS4A15,219995
MS4A2,2206
MS4A3,932
MS4A4A,51338
MS4A5,64232
MS4A6A,64231
MS4A6E,245802
MS4A7,58475
MS4A8B,83661
MSANTD1,345222
MSANTD3,91283
MSC,9242
MSGN1,343930
MSH2,4436
MSH3,4437
MSH4,4438
MSH5,4439
MSH6,2956
MSI1,4440
MSI2,124540
MSL1,339287
MSL2,55167
MSL3,10943
MSL3P1,151507
MSLN,10232
MSLNL,401827
MSMB,4477
MSMP,692094
MSN,4478
MSR1,4481
MSRA,4482
MSRB2,22921
MSRB3,253827
MST1,4485
MST1P9,11223
MST1R,4486
MSTN,2660
MSTO1,55154
MSX1,4487
MSX2,4488
MSX2P1,55545
MT1A,4489
MT1B,4490
MT1E,4493
MT1F,4494
MT1G,4495
MT1H,4496
MT1L,4500
MT1M,4499
MT1X,4501
MT2A,4502
MT3,4504
MT4,84560
MTA1,9112
MTA2,9219
MTA3,57504
MTAP,4507
MTBP,27085
MTCH1,23787
MTCH2,23788
MTCP1,4515
MTCP1NB,100272147
MTDH,92140
MTERF,7978
MTERFD1,51001
MTERFD2,130916
MTERFD3,80298
MTF1,4520
MTF2,22823
MTFMT,123263
MTFR1,9650
MTG1,92170
MTHFD1,4522
MTHFD1L,25902
MTHFD2,10797
MTHFD2L,441024
MTHFR,4524
MTHFS,10588
MTHFSD,64779
MTIF2,4528
MTIF3,219402
MTL5,9633
MTM1,4534
MTMR1,8776
MTMR10,54893
MTMR11,10903
MTMR12,54545
MTMR14,64419
MTMR15,22909
MTMR2,8898
MTMR3,8897
MTMR4,9110
MTMR6,9107
MTMR7,9108
MTMR8,55613
MTMR9,66036
MTMR9LP,339483
MTND4P12,100293090
MTNR1A,4543
MTNR1B,4544
MTO1,25821
MTOR,2475
MTP18,51537
MTPAP,55149
MTPN,136319
MTR,4548
MTRF1,9617
MTRF1L,54516
MTRR,4552
MTSS1,9788
MTSS1L,92154
MTTP,4547
MTUS1,57509
MTUS2,23281
MTX1,4580
MTX2,10651
MTX3,345778
MUC1,4582
MUC12,10071
MUC13,56667
MUC16,94025
MUC17,140453
MUC19,283463
MUC2,4583
MUC20,200958
MUC22,100507679
MUC3,100133790
MUC3A,4584
MUC3B,57876
MUC4,4585
MUC5AC,4586
MUC6,4588
MUC7,4589
MUC8,4590
MUCL1,118430
MUDENG,55745
MUL1,79594
MUM1,84939
MUM1L1,139221
MUPCDH,53841
MURC,347273
MUS81,80198
MUSK,4593
MUSTN1,389125
MUT,4594
MUTED,63915
MUTYH,4595
MVD,4597
MVK,4598
MVP,9961
MX1,4599
MX2,4600
MXD1,4084
MXD3,83463
MXD4,10608
MXI1,4601
MXRA5,25878
